EngDispl,NumCyl,Transmission,FE,AirAspirationMethod,NumGears,TransLockup,TransCreeperGear,DriveDesc,IntakeValvePerCyl,ExhaustValvesPerCyl,CarlineClassDesc,VarValveTiming,VarValveLift
3.0,6,S6,36.1548,Turbocharged,6,1,0,TwoWheelDriveRear,2,2,CompactCars,1,0
3.0,6,M6,35.7081,Turbocharged,6,0,0,TwoWheelDriveRear,2,2,CompactCars,1,0
3.0,6,S6,34.7288,Turbocharged,6,1,0,AllWheelDrive,2,2,CompactCars,1,0
3.0,6,M6,34.2853,Turbocharged,6,1,0,AllWheelDrive,2,2,CompactCars,1,0
4.0,8,M6,28.4,NaturallyAspirated,6,0,0,TwoWheelDriveRear,2,2,CompactCars,1,0
4.0,8,S7,27.9711,NaturallyAspirated,7,1,0,TwoWheelDriveRear,2,2,CompactCars,1,0
1.6,4,A4,47.9,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
1.6,4,M5,48.9,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
3.6,6,M6,40.4,NaturallyAspirated,6,0,0,TwoWheelDriveRear,2,2,CompactCars,1,0
3.6,6,S6,40.0,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,CompactCars,1,0
6.2,8,M6,33.8,NaturallyAspirated,6,0,0,TwoWheelDriveRear,1,1,CompactCars,0,0
6.2,8,S6,35.2,NaturallyAspirated,6,1,0,TwoWheelDriveRear,1,1,CompactCars,1,0
2.2,4,M5,51.9,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.2,4,A4,46.8,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.2,4,M5,51.9,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.4,4,A4,40.1,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.7,6,A4,36.5,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,CompactCars,0,0
3.5,6,A6,37.6,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,CompactCars,0,0
3.5,6,A5,34.7,NaturallyAspirated,5,1,0,TwoWheelDriveRear,2,2,CompactCars,0,0
5.7,8,A5,34.5,NaturallyAspirated,5,1,0,TwoWheelDriveRear,1,1,CompactCars,1,0
5.7,8,M6,33.6,NaturallyAspirated,6,0,0,TwoWheelDriveRear,1,1,CompactCars,1,0
6.1,8,M6,30.1,NaturallyAspirated,6,0,0,TwoWheelDriveRear,1,1,CompactCars,0,0
6.1,8,A5,26.0,NaturallyAspirated,5,1,0,TwoWheelDriveRear,1,1,CompactCars,0,0
2.0,4,A4,47.3278,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,CompactCars,0,0
2.0,4,M5,49.3,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,CompactCars,0,0
2.4,4,M5,43.5,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,CompactCars,1,1
2.4,4,A5,43.3,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,CompactCars,1,1
3.5,6,M6,35.5,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,CompactCars,1,1
3.5,6,A5,39.9,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,CompactCars,1,1
1.3,4,AV,65.0,NaturallyAspirated,1,1,0,TwoWheelDriveFront,1,1,CompactCars,1,1
1.3,4,Other,62.2674,NaturallyAspirated,1,1,0,TwoWheelDriveFront,1,1,CompactCars,1,1
1.3,4,AV,61.2,NaturallyAspirated,1,1,0,TwoWheelDriveFront,1,1,CompactCars,1,1
1.6,4,A4,50.4,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
1.6,4,M5,48.2,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
1.6,4,M5,50.8205,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.0,4,A4,47.2964,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.0,4,A5,50.9,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.0,4,M5,47.4,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.4,4,A5,44.343999999999994,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.4,4,M6,44.6,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
1.6,4,A4,50.2669,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
1.6,4,M5,48.3188,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
3.5,6,AVS6,35.3494,NaturallyAspirated,1,0,0,TwoWheelDriveRear,2,2,CompactCars,1,0
2.4,4,AV,47.4081,NaturallyAspirated,1,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.0,4,S5,46.623999999999995,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.0,4,M5,46.4387,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.5,4,M6,40.1876,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.5,4,S5,40.8873,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
3.0,6,M6,35.8,NaturallyAspirated,6,0,0,TwoWheelDriveRear,2,2,CompactCars,1,0
3.0,6,A7,35.7311,NaturallyAspirated,7,1,0,TwoWheelDriveRear,2,2,CompactCars,1,0
3.5,6,A7,35.9,NaturallyAspirated,7,1,0,TwoWheelDriveRear,2,2,CompactCars,1,0
3.0,6,A7,34.9,NaturallyAspirated,7,1,0,FourWheelDrive,2,2,CompactCars,1,0
3.5,6,A7,33.9,NaturallyAspirated,7,1,0,FourWheelDrive,2,2,CompactCars,1,0
3.5,6,A7,34.6,NaturallyAspirated,7,1,0,TwoWheelDriveRear,2,2,CompactCars,1,0
6.3,8,A7,26.6722,NaturallyAspirated,7,1,0,TwoWheelDriveRear,2,2,CompactCars,1,0
5.5,8,A7,29.2,NaturallyAspirated,7,1,0,FourWheelDrive,2,2,CompactCars,1,0
5.5,12,A5,23.9,Turbocharged,5,1,0,TwoWheelDriveRear,2,1,CompactCars,1,0
6.3,8,A7,24.7,NaturallyAspirated,7,1,0,TwoWheelDriveRear,2,2,CompactCars,1,0
6.0,12,A5,23.4,Turbocharged,5,1,0,TwoWheelDriveRear,2,1,CompactCars,1,0
5.5,8,A7,29.0,NaturallyAspirated,7,1,0,TwoWheelDriveRear,2,2,CompactCars,1,0
6.3,8,A7,24.8202,NaturallyAspirated,7,1,0,TwoWheelDriveRear,2,2,CompactCars,1,0
2.0,4,M5,42.9363,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.0,4,AVS6,42.4579,NaturallyAspirated,1,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.0,4,AM6,34.9,Turbocharged,6,1,0,AllWheelDrive,2,2,CompactCars,1,0
2.4,4,M5,38.8769,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.4,4,AVS6,40.3706,NaturallyAspirated,1,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.0,4,M5,30.6,Turbocharged,5,0,0,AllWheelDrive,2,2,CompactCars,1,0
2.0,4,AM6,31.1,Turbocharged,6,1,0,AllWheelDrive,2,2,CompactCars,1,0
1.6,4,A4,47.9,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
1.6,4,M5,48.9,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.4,4,A4,42.8,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.4,4,S6,46.9,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.4,4,A4,42.6,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.4,4,S6,46.8,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
3.5,6,A4,40.3,NaturallyAspirated,4,1,0,TwoWheelDriveFront,1,1,CompactCars,1,0
3.5,6,A4,41.2,NaturallyAspirated,4,1,0,TwoWheelDriveFront,1,1,CompactCars,1,0
3.6,6,S6,35.6,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
3.6,6,S4,31.0,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
6.7,12,S6,24.2,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,CompactCars,1,0
6.7,12,S6,24.2,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,CompactCars,1,0
2.0,4,S5,37.1,Turbocharged,5,1,0,AllWheelDrive,2,2,CompactCars,0,0
2.0,4,M6,41.1132,Turbocharged,6,0,0,AllWheelDrive,2,2,CompactCars,0,0
2.0,4,S6,38.4627,Turbocharged,6,1,0,AllWheelDrive,2,2,CompactCars,0,0
2.0,4,M6,43.1,Turbocharged,6,0,0,TwoWheelDriveFront,2,2,CompactCars,0,0
2.0,4,S5,38.4997,Turbocharged,5,1,0,TwoWheelDriveFront,2,2,CompactCars,0,0
2.5,4,M5,37.071,NaturallyAspirated,5,0,0,AllWheelDrive,2,2,CompactCars,0,1
2.5,4,S4,35.9226,NaturallyAspirated,4,1,0,AllWheelDrive,2,2,CompactCars,0,1
2.5,4,M5,34.1435,Turbocharged,5,0,0,AllWheelDrive,2,2,CompactCars,1,0
2.5,4,S4,32.9103,Turbocharged,4,1,0,AllWheelDrive,2,2,CompactCars,1,0
2.4,4,AV,42.3947,NaturallyAspirated,1,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.4,4,M6,41.3959,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.4,4,AV,40.8321,NaturallyAspirated,1,0,0,AllWheelDrive,2,2,CompactCars,1,0
2.4,4,AV,44.0818,NaturallyAspirated,1,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.4,4,M6,43.0035,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.4,4,AV,41.5858,NaturallyAspirated,1,0,0,AllWheelDrive,2,2,CompactCars,1,0
2.0,4,M6,46.3629,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.0,4,AV,45.1901,NaturallyAspirated,1,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.0,4,M6,44.708,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.0,4,AV,41.5661,NaturallyAspirated,1,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
1.8,4,A4,48.4,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
1.8,4,M5,50.0,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.4,4,M5,42.2,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.4,4,S5,42.6,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.0,4,S6,42.0,Turbocharged,6,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.0,4,M6,41.521,Turbocharged,6,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
3.6,6,S6,35.1,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
3.6,6,S6,33.5,NaturallyAspirated,6,0,0,AllWheelDrive,2,2,CompactCars,1,0
2.0,4,S6,60.1,Turbocharged,6,0,0,TwoWheelDriveFront,2,2,CompactCars,0,0
2.0,4,M6,58.535,Turbocharged,6,0,0,TwoWheelDriveFront,2,2,CompactCars,0,0
2.5,5,M5,39.6147,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.5,5,S6,40.2409,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.0,4,S6,43.5414,Turbocharged,6,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.0,4,M6,41.521,Turbocharged,6,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.0,4,S6,43.5414,Turbocharged,6,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.0,4,M6,41.521,Turbocharged,6,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.0,4,S6,60.1,Turbocharged,6,0,0,TwoWheelDriveFront,2,2,CompactCars,0,0
2.0,4,M6,58.535,Turbocharged,6,0,0,TwoWheelDriveFront,2,2,CompactCars,0,0
2.5,5,M5,39.5714,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.5,5,S6,40.0169,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.4,5,S5,39.348,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.4,5,M5,39.3,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.5,5,S5,40.6,Turbocharged,5,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.5,5,M6,40.4,Turbocharged,6,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.5,5,S5,37.8,Turbocharged,5,1,0,AllWheelDrive,2,2,CompactCars,1,0
2.5,5,M6,37.8,Turbocharged,6,0,0,AllWheelDrive,2,2,CompactCars,1,0
2.4,5,S5,39.348,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.4,5,M5,39.3,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.5,5,S5,40.6,Turbocharged,5,1,0,TwoWheelDriveFront,2,2,CompactCars,1,0
2.5,5,M6,40.4,Turbocharged,6,0,0,TwoWheelDriveFront,2,2,CompactCars,1,0
3.7,6,S5,30.9,NaturallyAspirated,5,1,0,AllWheelDrive,2,2,MidsizeCars,1,1
3.5,6,S5,36.8,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,1
3.7,6,S5,34.3,NaturallyAspirated,5,1,0,AllWheelDrive,2,2,MidsizeCars,1,1
3.7,6,M6,34.4,NaturallyAspirated,6,0,0,AllWheelDrive,2,2,MidsizeCars,1,1
3.2,6,AV,38.9,NaturallyAspirated,1,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,1
3.0,6,S6,34.7286,Supercharged,6,1,0,AllWheelDrive,2,2,MidsizeCars,1,0
4.2,8,S6,31.5002,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,MidsizeCars,1,0
4.2,8,S6,31.5002,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,MidsizeCars,1,0
5.2,10,S6,26.7,NaturallyAspirated,6,0,0,AllWheelDrive,2,2,MidsizeCars,1,0
6.0,12,S6,23.2715,Turbocharged,6,1,0,AllWheelDrive,2,2,MidsizeCars,1,0
3.0,6,S6,38.1696,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,1
3.0,6,M6,38.7896,NaturallyAspirated,6,0,0,TwoWheelDriveRear,2,2,MidsizeCars,1,1
3.0,6,S6,34.7818,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,MidsizeCars,1,1
3.0,6,M6,35.4606,NaturallyAspirated,6,0,0,AllWheelDrive,2,2,MidsizeCars,1,1
3.0,6,S6,35.8831,Turbocharged,6,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
3.0,6,M6,35.7081,Turbocharged,6,0,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
3.0,6,S6,34.7288,Turbocharged,6,1,0,AllWheelDrive,2,2,MidsizeCars,1,0
3.0,6,M6,34.2853,Turbocharged,6,1,0,AllWheelDrive,2,2,MidsizeCars,1,0
4.8,8,M6,30.5375,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,1
4.8,8,S6,31.3747,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,1
5.0,10,M6,23.226999999999997,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
5.0,10,S7,23.6182,NaturallyAspirated,7,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
2.4,4,S6,41.696000000000005,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.0,6,S6,36.1,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.6,6,S6,38.1,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.0,6,S6,34.4,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.0,6,S6,38.3,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
3.0,6,M6,36.0,NaturallyAspirated,6,0,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
3.6,6,M6,34.9,NaturallyAspirated,6,0,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
3.6,6,S6,40.0,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
6.2,8,S6,24.9754,Supercharged,6,1,0,TwoWheelDriveRear,1,1,MidsizeCars,0,0
6.2,8,M6,26.2999,Supercharged,6,0,0,TwoWheelDriveRear,1,1,MidsizeCars,0,0
3.0,6,S6,36.1,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,MidsizeCars,1,0
3.6,6,S6,37.2,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,MidsizeCars,1,0
3.6,6,S6,40.0,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
4.6,8,S6,34.1,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,MidsizeCars,0,0
3.6,6,S6,37.2,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,MidsizeCars,1,0
4.6,8,S6,30.2999,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,MidsizeCars,0,0
2.4,4,A4,42.8,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.4,4,S6,46.9,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.4,4,A4,42.6,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.4,4,S6,46.8,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.5,6,A4,40.3,NaturallyAspirated,4,1,0,TwoWheelDriveFront,1,1,MidsizeCars,1,0
3.5,6,A4,41.2,NaturallyAspirated,4,1,0,TwoWheelDriveFront,1,1,MidsizeCars,1,0
3.6,6,S6,35.6,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.4,4,A4,48.1,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.4,4,A4,41.6998,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.7,6,A4,38.3,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,MidsizeCars,0,0
3.5,6,A6,37.6,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,MidsizeCars,0,0
2.4,4,A4,41.6998,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.7,6,A4,38.3,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,MidsizeCars,0,0
3.5,6,A6,37.6,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,MidsizeCars,0,0
5.7,12,AM6,21.7,NaturallyAspirated,6,0,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
5.7,12,M6,21.3,NaturallyAspirated,6,0,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
3.5,6,S6,33.5,NaturallyAspirated,6,1,1,FourWheelDrive,2,2,MidsizeCars,1,0
3.0,6,S6,35.4655,NaturallyAspirated,6,1,1,FourWheelDrive,2,2,MidsizeCars,1,0
2.5,4,A6,42.908,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.5,4,M6,40.2,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.0,6,A6,37.9,NaturallyAspirated,6,1,1,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.5,6,S6,37.4,NaturallyAspirated,6,1,1,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.5,4,AV,51.6,NaturallyAspirated,1,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.5,4,M6,44.2,NaturallyAspirated,6,0,1,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.5,4,A6,47.6493,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.0,4,A4,47.7,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.0,4,M5,48.2,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.0,4,M5,49.217,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.7,6,M6,34.7305,NaturallyAspirated,6,0,0,TwoWheelDriveRear,2,2,MidsizeCars,1,1
3.7,6,S7,37.065,NaturallyAspirated,7,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,1
3.7,6,S7,35.162,NaturallyAspirated,7,1,0,FourWheelDrive,2,2,MidsizeCars,1,1
4.2,8,S6,34.4855,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
5.0,8,S6,29.7559,Supercharged,6,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
5.0,8,S6,32.6701,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,1
2.4,4,A5,44.6,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.4,4,M5,44.6,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.7,6,A5,39.8,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.5,6,S6,38.3,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.5,6,S6,36.5564,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
3.5,6,S6,34.7494,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,MidsizeCars,1,0
4.6,8,S8,34.0499,NaturallyAspirated,8,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
4.6,8,S8,33.5509,NaturallyAspirated,8,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
4.6,8,S8,32.1499,NaturallyAspirated,8,1,0,AllWheelDrive,2,2,MidsizeCars,1,0
4.6,8,S8,33.5509,NaturallyAspirated,8,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
4.6,8,S8,32.1499,NaturallyAspirated,8,1,0,AllWheelDrive,2,2,MidsizeCars,1,0
5.0,8,Other,30.3,NaturallyAspirated,1,0,0,AllWheelDrive,2,2,MidsizeCars,1,0
3.0,6,S6,35.4655,NaturallyAspirated,6,1,1,FourWheelDrive,2,2,MidsizeCars,1,0
2.5,4,A6,42.908,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.5,4,M6,40.2,NaturallyAspirated,6,0,1,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.0,6,A6,37.9,NaturallyAspirated,6,1,1,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.5,4,AV,51.6,NaturallyAspirated,1,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.5,4,A6,47.6493,NaturallyAspirated,6,1,1,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.5,4,M6,44.2,NaturallyAspirated,6,0,1,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.5,6,S6,33.5,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,MidsizeCars,1,0
3.5,6,S6,37.4,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.5,4,M6,40.1931,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.5,4,S5,41.6642,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.7,6,S6,34.8235,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.3,4,M6,34.7,Turbocharged,6,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.5,6,A7,36.2,NaturallyAspirated,7,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
3.5,6,A7,33.2,NaturallyAspirated,7,1,0,FourWheelDrive,2,2,MidsizeCars,1,0
5.5,8,A7,33.0,NaturallyAspirated,7,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
5.5,8,A7,32.3,NaturallyAspirated,7,1,0,FourWheelDrive,2,2,MidsizeCars,1,0
6.3,8,A7,27.1158,NaturallyAspirated,7,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
2.4,4,S4,42.2146,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,MidsizeCars,0,1
2.5,4,AV,45.6729,NaturallyAspirated,1,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.5,6,M6,37.9499,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.5,6,AVS6,38.0347,NaturallyAspirated,1,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.5,4,AV,46.6,NaturallyAspirated,1,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.5,6,AVS6,36.4102,NaturallyAspirated,1,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.0,4,M6,43.0,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.0,4,AV,47.5129,NaturallyAspirated,1,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.5,4,M6,39.6,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.5,4,AVS6,42.6998,NaturallyAspirated,1,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
1.6,4,A4,46.5,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
1.6,4,M5,47.3,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
1.8,4,AV,47.5,NaturallyAspirated,1,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
1.8,4,A4,44.9,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
1.8,4,M6,44.2,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
6.7,12,S6,24.2,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
2.8,6,S6,37.1185,Turbocharged,6,0,0,AllWheelDrive,2,2,MidsizeCars,1,0
2.4,4,S6,46.9,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.4,4,S6,46.8,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
